"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/22/2016","260170014","1","26.5","ug/m3 LC","81","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"01/25/2016","260170014","1","19.6","ug/m3 LC","67","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"01/28/2016","260170014","1","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"01/31/2016","260170014","1","15.4","ug/m3 LC","58","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/03/2016","260170014","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/06/2016","260170014","1","12.9","ug/m3 LC","53","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/09/2016","260170014","1","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/12/2016","260170014","1","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/15/2016","260170014","1","12.4","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/18/2016","260170014","1","12.3","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/21/2016","260170014","1","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/24/2016","260170014","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
